漢字,訓読み
疼,"いた（む）,うず（き）,うず（く）"
疱,
莓,
莚,"の（びる）,はびこ（る）"
莢,
莪,
莟,
莎,
莅,のぞ（む）
芻,"か（る）,くさか（り）"
茣,
莨,
荳,
莠,みにく（い）
殷,"あか（い）,おお（い）,さか（ん）,にぎ（やか）,ねんご（ろ）,ゆた（か）"
荼,くる（しみ）
荵,
莉,
畛,
畚,
豺,
耆,"お（いる）,たしな（む）,としよ（り）"
耄,"おいぼ（れる）,としよ（り）,ほう（ける）"
逅,あ（う）
迹,
迴,"まわ（る）,めぐ（らす）,めぐ（る）"
迸,"はし（る）,ほとばし（る）"
竚,"たたず（む）,たちど（まる）,ま（つ）"
站,"たたず（む）,た（つ）"
粃,わる（い）
秣,まぐさか（う）
秬,
秧,う（える）
盍,"あ（う）,おお（う）,なん（ぞ）"
赳,たけ（し）
舐,"な（める）,ねぶ（る）"
罠,
罟,
皰,
翅,
窈,"あで（やか）,おくぶか（い）,おくゆか（しい）,かす（か）,の（びやか）"
虔,"うば（う）,ころ（す）,つつし（む）"
祗,つつし（む）
祠,"まつ（り）,まつ（る）"
祚,さいわ（い）
祓,"はら（い）,はら（う）"
祟,"たた（り）,たた（る）"
衄,くじ（ける）
豈,"たの（しむ）,やわ（らぐ）"
冦,あだ（する）
弉,さか（ん）
衮,
捓,からか（う）
粏,
虒,
桛,
桄,
哳,
凊,"さむ（い）,すず（しい）"
偃,"おご（る）,ふ（す）,ふ（せる）,や（める）"
偕,とも（に）
偐,
偈,"いこ（う）,はや（い）"
偖,
偬,
偸,"うす（い）,ぬす（む）"
做,な（す）
冕,
剪,"き（る）,つ（む）,はさ（む）,ほろ（ぼす）"
剳,
勗,"つと（める）,はげ（ます）"
匐,"は（う）,はらば（う）"
匏,
唹,わら（う）
啀,いが（む）
售,う（る）
啜,"すす（る）,すすりな（く）"
啅,"かまびす（しい）,さえず（る）,ついば（む）"
啖,"く（う）,く（らう）,く（らわす）"
啗,"く（う）,く（らう）,く（らわす）"
唸,"うな（り）,うな（る）"
圉,"か（う）,ふせ（ぐ）"
堊,
堋,ほうむ（る）
婀,たお（やか）
婬,"たわむ（れる）,みだ（ら）"
婉,"うつく（しい）,したが（う）,しと（やか）"
娵,
娶,めと（る）
婢,
婪,むさぼ（る）
孰,"いず（れ）,つまび（らか）"
寇,あだ（する）
崟,たか（い）
崛,そばだ（つ）
崑,
崔,"たか（い）,まじ（わる）"
崢,"けわ（しい）,たか（い）"
崚,"けわ（しい）,たか（い）"
崙,
崘,
帷,
弸,み（ちる）
彗,は（く）
徙,"うつ（す）,うつ（る）"
徘,さまよ（う）
悸,おそ（れる）
惓,う（む）
悴,"かじか（む）,やつ（れる）"
悽,"いた（ましい）,いた（む）,かな（しむ）"
惆,"いた（む）,うら（む）"
悵,"いた（む）,うら（む）"
惘,"あき（れる）,ぼんやり（する）"
戛,う（つ）
扈,"したが（う）,つきそ（う）,はびこ（る）,ひろ（い）"
掖,"たす（ける）,わきばさ（む）"
掎,ひ（く）
掀,"あ（げる）,かか（げる）"
掫,よまわ（り）
捶,"う（つ）,むちう（つ）"
掏,"えら（ぶ）,す（る）"
掉,"ふ（る）,ふる（う）"
掟,さだ（め）
捫,"と（る）,な（でる）,ひね（る）"
斛,
旌,あらわ（す）
敖,"あそ（ぶ）,おご（る）,かまびす（しい）"
毬,
毫,"すこ（し）,わず（か）"
晞,"かわ（く）,さら（す）,ほ（す）"
晤,"あ（う）,あき（らか）,うちと（ける）"
晧,"あき（らか）,しろ（い）"
晨,よあ（け）
晢,"あき（らか）,かしこ（い）"
耜,
閊,つか（える）
麸,
桿,
桝,
桀,"あら（い）,すぐ（れる）"
梳,"くしけず（る）,す（く）,と（く）"
蛄,
蚰,
蛉,
蚯,
蚶,
蚫,
蛆,
桷,
梭,
梔,
梵,
桴,
梟,"さら（す）,つよ（い）"
梠,
梺,
梏,"しば（る）,みだ（す）"
梛,
梃,
脣,
脯,
脛,
脩,"おさ（める）,なが（い）"
曼,"うつく（しい）,なが（い）,ひ（く）,ひろ（い）"
跂,"つまだ（てる）,は（う）"
趺,
趾,
鹵,"うば（う）,おろそ（か）,おろ（か）"
馗,
淹,"い（れる）,つ（ける）,とど（まる）,ひさ（しい）,ひた（す）,ひろ（い）"
淬,にら（ぐ）
淒,"さむ（い）,すご（い）,すさま（じい）"
涵,"い（れる）,うるお（す）,ひた（す）"
涸,"から（びる）,か（れる）,つ（きる）"
淅,よな（げる）
淙,そそ（ぐ）
淆,"にご（る）,ま（じる）,みだ（す）"
淪,"しず（む）,ほろ（ぶ）"
淌,
淤,ふさ（がる）
軛,
笘,
笞,むちう（つ）
笵,
笳,
笨,"あら（い）,おろ（かな）"
笙,
欸,
欷,"すすりな（く）,なげ（く）"
琅,
硅,やぶ（る）
釵,
絅,
紿,あざむ（く）
絆,"つな（ぐ）,ほだ（す）"
紵,
紮,"から（げる）,とど（まる）"
紲,"しば（る）,つな（ぐ）"
牾,さか（らう）
犁,"くろ（い）,す（く）"
酖,ふけ（る）
聆,"き（く）,さと（る）"
聊,"いささ（か）,たよ（る）,たの（しむ）"
瓷,
瓸,
舸,
舳,
烱,"あき（らか）,ひか（る）"
焉,"いずく（んぞ）,ここ（に）"
烽,
訛,"あやま（る）,いつわ（る）,なま（る）"
訝,"いぶか（しい）,いぶか（る）,むか（える）"
訥,ども（る）
袞,
袤,"なが（さ）,ひろが（り）"
袰,
袿,
裃,
裄,
袱,
袵,
勒,"おさ（える）,おさ（める）,きざ（む）,ほ（る）"
猊,
猜,"うたが（う）,そね（む）,ねた（む）"
猖,"くる（う）,たけりくる（う）"
猗,"うつく（しい）,たお（やか）,なよ（やか）"
猝,"にわ（か）,はや（い）"
羝,
羚,
眷,"かえり（みる）,なさ（け）,めぐ（み）"
眥,にら（む）
眦,にら（む）
眸,
陬,
陲,あや（うい）
痍,"きず（つく）,きず（つける）"
疵,そし（る）
痊,"い（える）,い（やす）"
痒,"かゆ（い）,や（む）"
殍,うえじに（する）
菽,
萢,
菠,
菎,
菴,
菲,"うす（い）,かんば（しい）"
萃,"あつ（まる）,あつ（める）,やつ（れる）"
萍,
菫,
菁,
菘,
畤,
覓,もと（める）
皎,"あか（るい）,きよ（い）,しろ（い）"
貶,"おとし（める）,お（とす）,けな（す）,さげす（む）,しりぞ（ける）,そし（る）,へ（らす）"
逑,"あ（う）,あつ（める）"
逕,ただ（ちに）
逞,"こころよ（い）,たくま（しい）,たくま（しくする）"
逧,
逡,"しさ（る）,しりぞ（く）,ためら（う）"
逖,"とお（い）,はる（か）"
逋,"に（げる）,のが（れる）"
逍,さまよ（う）
逎,"せま（る）,ちからづよ（い）,つよ（い）"
竟,"お（わる）,きわ（める）,つい（に）,つ（きる）,わた（る）"
竡,
盒,
衒,"う（る）,てら（う）,ひけ（らかす）"
翊,"たす（ける）,とびこ（える）"
窕,"あで（やか）,おくゆか（しい）,ふか（い）"
舂,"うすづ（く）,つ（く）"
谺,
寃,
厠,ま（じる）
勖,"つと（める）,はげ（ます）"
屛,"おお（う）,しりぞ（く）,しりぞ（ける）"
晣,"あき（らか）,かしこ（い）"
悤,"あわ（てる）,いそ（ぐ）"
埳,
躮,
萁,
悾,
梻,
梲,
偷,"うす（い）,ぬす（む）"
𣶏,
棊,
筍,
傀,おお（きい）
傚,なら（う）
傅,"かしず（く）,つ（く）"
剴,き（る）
厥,そ（の）
啣,"くわ（える）,ふく（む）"
喙,
喀,は（く）
喊,さけ（ぶ）
喟,なげ（く）
啻,ただ（に）
啾,な（く）
喘,"あえ（ぐ）,せ（く）"
喞,"かこ（つ）,そそ（ぐ）,な（く）"
啼,な（く）
喃,しゃべ（る）
喇,
喨,
堙,"うず（める）,うず（もれる）,ふさ（がる）,ふさ（ぐ）"
堝,
堡,
奠,"さだ（める）,そな（える）,まつ（る）"
奢,おご（る）
媚,"うつく（しい）,こ（びる）"
嫂,
孳,"う（む）,しげ（る）,つと（める）"
寔,まこと（に）
寐,ね（る）
屠,"さ（く）,ほふ（る）"
孱,"おと（る）,よわ（い）"
嵌,"けわ（しい）,ちりば（める）,はめこ（む）,は（める）"
嵒,けわ（しい）
嵎,
嵋,
幄,
幀,
幇,たす（ける）
廁,ま（じる）
廂,
弑,"ころ（す）,しい（する）"
彭,
徨,さまよ（う）
愕,おどろ（く）
惶,おそ（れる）
愀,さび（しい）
惴,おそ（れる）
惺,"さと（る）,しず（か）"
愃,ゆた（か）
惻,いた（む）
愎,もと（る）
戞,う（つ）
掣,ひ（く）
掾,たす（ける）
揩,"こす（る）,す（る）,ぬぐ（う）"
揀,"えら（ぶ）,わ（ける）"
揆,はか（る）
揣,"おしはか（る）,はか（る）"
揉,"た（める）,も（む）,も（める）"
揶,からか（う）
揄,
敞,"たか（い）,ひろ（い）"
敝,"おとろ（える）,つか（れる）,やぶ（る）,やぶ（れる）"
黹,ぬ（う）
毯,
毳,やわ（らかい）
朞,ひとまわ（り）
晰,あき（らか）
閔,"あわ（れむ）,うれ（える）,つと（める）"
蛞,
蛬,
蛩,
蛯,
蛔,
蛟,
棘,
椏,
椁,
棗,
棠,
椈,
椄,つ（ぐ）
棕,
椒,かぐわ（しい）
椚,
棍,
棹,さおさ（す）
棣,
腋,
脾,
腓,
腆,"あつ（い）,てあつ（い）"
腑,
跏,
跖,ふ（む）
跌,"あやま（つ）,つまず（く）"
跚,
跛,かたよ（る）
跋,"こ（える）,つまず（く）,ふ（む）"
颪,
渙,"あき（らか）,ち（る）,と（ける）"
渣,
湲,
渭,
湮,"しず（む）,ふさ（ぐ）,ほろ（びる）"
湫,"せま（い）,とどこお（る）,ひく（い）"
渾,"すべ（て）,にご（る）,ま（じる）"
湍,はや（い）
渺,"かす（か）,はる（か）"
渫,"けが（す）,さら（う）,も（らす）"
游,"あそ（ぶ）,およ（ぐ）"
溂,
渟,"た（まる）,とど（まる）,と（める）"
湎,"おぼ（れる）,しず（む）"
渝,"あふ（れる）,か（える）,か（わる）"
湃,
軻,
軫,いた（む）
軼,"う（せる）,す（ぎる）"
馮,"いか（る）,かちわた（る）,たの（む）,つ（く）,よ（る）"
馭,"あやつ（る）,おさ（める）,す（べる）,の（る）"
筌,
筅,
筐,
筝,
赧,"あから（める）,は（じる）"
欹,"かたむ（ける）,そばだ（てる）"
琥,
琲,
琺,
釿,"き（る）,た（つ）"
鈞,"はか（る）,ひと（しい）"
鈕,
鈑,
鈔,"うつ（し）,うつ（す）,かす（める）"
絖,
絎,"く（ける）,ぬ（う）"
絣,
絨,
絏,"しば（る）,つな（ぐ）"
絮,くど（い）
犂,"くろ（い）,す（く）"
犇,"はし（る）,ひしめ（く）"
酣,たの（しむ）
酥,
聒,"おろ（か）,かまびす（しい）"
牋,
焜,"あき（らか）,かがや（く）"
焙,"あぶ（る）,ほう（じる）"
詛,"そし（る）,ちか（い）,ちか（う）,のろ（い）,のろ（う）"
詈,ののし（る）
訶,"しか（る）,せ（める）"
詁,"と（く）,よ（み）,よ（む）"
詆,"あば（く）,し（いる）,しか（る）,そし（る）,はずかし（める）"
詒,"あざむ（く）,おく（る）,のこ（す）"
瓠,
裙,
覃,"およ（ぶ）,の（びる）,ひ（く）,ふか（い）"
靫,
猴,
猩,
猯,
猥,"みだ（ら）,みだ（りに）"
睇,ぬすみみ（る）
隋,
隍,むな（しい）
鄂,
痙,ひきつ（る）
痞,"つか（え）,つか（える）"
痣,
粢,
粤,ここ（に）
粨,
辜,そむ（く）
甦,よみがえ（る）
萼,
葩,
葷,くさ（い）
萸,
萵,
葯,
葭,
葆,"しげ（る）,たも（つ）,つつ（む）,はねかざ（り）"
蒂,
畭,
畴,"さき（に）,むく（いる）"
覘,"うかが（う）,のぞ（く）"
釉,
皓,"きよ（い）,しろ（い）,ひか（る）"
皖,あき（らか）
貂,
耋,"お（いる）,としよ（り）"
貽,"おく（る）,のこ（す）"
賁,"かざ（り）,かざ（る）"
逵,
竢,"まちう（ける）,ま（つ）"
竦,"おそ（れる）,すく（む）,そび（える）,そび（やかす）,つつし（む）,つま（だつ）"
稈,
稍,"すこ（し）,ちい（さい）,ようや（く）"
趁,"お（う）,おもむ（く）,ゆきなや（む）"
舒,"の（ばす）,の（べる）,ゆる（やか）"
觝,ふ（れる）
皴,
翔,"かけ（る）,と（ぶ）"
翕,"あつ（まる）,あつ（める）,お（こる）,さか（ん）,と（じる）"
窖,ふか（い）
窘,"あわただ（しい）,きわ（まる）,くる（しむ）,せ（まる）,たしな（める）"
厦,
腁,
筓,
畬,
孶,"う（む）,しげ（る）,つと（める）"
逬,"はし（る）,ほとばし（る）"
晳,あき（らか）
跎,つまず（く）
裎,
愒,"いこ（う）,おど（す）,むさぼ（る）"
喑,な（く）
焠,"にら（ぐ）,や（く）"
猋,はし（る）
堽,
韵,
亶,"あつ（い）,もっぱ（ら）"
傴,"かが（む）,つつし（む）"
僉,
僂,"かが（める）,ま（げる）"
剿,"かすめと（る）,た（つ）,ほろ（ぼす）"
剽,"おびや（かす）,かる（い）,かすめと（る）,すばや（い）"
勣,
勦,"かすめと（る）,すばや（い）,た（つ）,ほろ（ぼす）"
飭,"いまし（める）,ただ（す）,つつし（む）,ととの（える）"
勠,あわ（せる）
匯,めぐ（る）
嗚,なげ（く）
嗇,"お（しむ）,とりい（れ）,やぶさ（か）"
嗟,なげ（く）
嗄,"か（れる）,しゃが（れる）,しわが（れる）"
嗜,"たしな（み）,たしな（む）"
嗤,"あざわら（う）,わら（う）"
嗔,"いか（り）,いか（る）"
塋,
塒,
壼,
媼,
媾,まじ（わる）
嫋,"しな（やか）,そよ（ぐ）,たお（やか）"
媽,
寞,"さび（しい）,しず（か）"
尠,すく（ない）
嵬,"おお（きい）,たか（い）"
幃,
幎,おお（う）
廈,
徭,
愆,"あやま（ち）,あやま（つ）,あやま（る）"
惷,"おろ（か）,みだ（れる）"
愍,"あわ（れむ）,うれ（える）"
慍,"いか（る）,うら（む）"
愾,"いか（る）,なげ（く）"
愧,は（じる）
慊,"あきた（りない）,あきた（りる）"
愴,"いた（む）,かな（しむ）"
戡,"か（つ）,ころ（す）"
搆,"かま（える）,ひ（く）"
搦,"から（み）,から（める）,と（る）"
搶,"あつ（まる）,つ（く）"
搓,"も（む）,よ（る）"
搗,"う（つ）,か（つ）,か（てて）,たた（く）,つ（く）"
搏,"う（つ）,と（る）,はばた（く）"
搨,"うつ（す）,す（る）"
斟,"おしはか（る）,く（む）"
旒,なが（れ）
鳰,
鳧,
黽,つと（める）
暈,"くら（む）,ぼか（し）,ぼか（す）,ぼ（ける）"
暉,"かがや（く）,ひか（る）"
暘,あき（らか）
暄,あたた（かい）
耡,"す（く）,たがや（す）"
閘,
雹,
蜒,
蜉,
蜀,
蛻,もぬけ（る）
蜊,
蜍,
蜈,
蛹,
蜑,
蜆,
蜃,
椶,
楹,
椰,
楸,
楫,こ（ぐ）
楮,
椽,
楾,
榁,
楔,
楡,
楝,
椹,
楞,かどば（る）
腮,
腴,"こ（える）,ゆた（か）"
腱,
腥,"けが（らわしい）,なまぐさ（い）"
腟,
跟,"したが（う）,つ（ける）"
跣,
跪,ひざまず（く）
跫,
滉,ひろ（い）
溽,むしあつ（い）
滄,"あお（い）,さむ（い）"
溏,
溥,"あまね（し）,おお（きい）,し（く）,ひろ（い）"
溷,"にご（る）,みだ（れる）"
滔,"あつ（まる）,うご（く）,はびこ（る）"
滂,
溘,"たちま（ち）,にわ（か）"
溟,くら（い）
溲,"そそ（ぐ）,ひた（す）"
軾,
輅,
輊,おも（い）
輌,
筺,
筥,
筵,
筧,
筰,
筬,
筮,"うらな（い）,うらな（う）"
筱,
筴,はさ（む）
麁,"あら（い）,おお（きい）"
歇,"か（れる）,つ（きる）,やす（む）,や（む）,や（める）"
歃,すす（る）
肄,なら（う）
肆,"つら（ねる）,なら（べる）"
雎,
雉,
雍,"いだ（く）,ふさ（ぐ）,やわ（らぐ）"
雋,すぐ（れる）
瑟,
瑙,
瑁,
瑕,あやま（ち）
瑜,
瑶,
髢,
碚,
硼,
碌,
鉗,"と（じる）,はさ（む）"
鉉,
鉞,
鉅,"いず（くんぞ）,おお（い）,おお（きい）,なん（ぞ）"
鉋,
鉈,
鈿,
絳,あか（い）
綏,"やす（い）,やす（らか）,やす（んずる）"
絽,
綉,うつく（しい）
絛,
綛,
綟,
骭,
酩,よ（う）
聘,"と（う）,まね（く）,め（す）,めと（る）"
艀,
煥,"あき（らか）,かがや（く）"
煢,うれ（える）
煌,"あき（らか）,かがや（く）,きら（めく）"
煬,"あぶ（る）,と（かす）,や（く）"
煖,"あたた（かい）,あたた（める）"
煦,"あたた（かい）,あたた（める）,めぐ（む）"
詭,"あざむ（く）,あや（しい）,いつわ（る）,そむ（く）"
詢,"と（う）,はか（る）"
誄,
詬,"そし（る）,ののし（る）,はずかし（める）"
誅,"う（つ）,ころ（す）,せ（める）,ほろ（ぼす）"
誂,"あつら（え）,あつら（える）"
詼,"おど（ける）,たわむ（れる）"
矮,"ひく（い）,みじか（い）"
閙,"さわ（がしい）,さわ（ぐ）"
裔,
裘,
褂,
裼,"かたぬ（ぐ）,はだぬ（ぐ）"
裲,
裨,"おぎな（う）,たす（け）,たす（ける）"
褄,
躱,"かわ（す）,さ（ける）"
獏,
猾,"みだ（す）,みだ（れる）,わるがしこ（い）"
頏,
頌,"たた（える）,ほ（める）,ゆる（やか）"
睫,
睨,"かたむ（く）,にら（む）"
睛,
睚,にら（む）
睥,にら（む）
隗,けわ（しい）
隕,"うしな（う）,お（ちる）,お（とす）,し（ぬ）"
隘,"いや（しい）,けわ（しい）,せま（い）,ふさ（がる）"
鄒,
痿,"しび（れる）,な（える）"
痾,
痰,
痺,しび（れる）
痼,"しこ（り）,ながわずら（い）"
痳,
痲,"しび（れ）,しび（れる）"
瘁,"つか（れる）,やつ（れる）"
粱,
粳,
粲,"あき（らか）,あざ（やか）,わら（う）"
糀,
飩,
飫,"あ（きる）,さかも（り）"
辟,"かたよ（る）,さ（ける）,ひら（く）,め（す）"
蒭,"か（る）,くさか（り）"
蒿,
蓙,
蒟,
蓖,
蒡,
蓍,
蓆,
蒹,
蓁,しげ（み）
蓐,
蒻,
畸,"あま（り）,のこ（り）,めずら（しい）"
皙,しろ（い）
貊,
貉,
賈,"あきな（い）,あきな（う）,う（る）,か（う）"
貲,あがな（う）
遐,"とお（い）,はる（か）"
遒,"せま（る）,ちからづよ（い）,つよ（い）"
遖,
遏,"さえぎ（る）,た（つ）,とど（める）,と（める）"
遑,"あわただ（しい）,あわ（てる）"
逾,"こ（える）,こ（す）"
遉,"うかが（う）,さぐ（る）,さすが（に）"
稟,"う（ける）,もう（す）"
禀,"う（ける）,もう（す）"
稠,"おお（い）,こ（い）,しげ（る）"
盞,
觚,
觜,
衙,まい（る）
罧,
罨,おお（う）
罩,こ（める）
舅,
祺,"さいわ（い）,やす（らか）"
豢,"か（う）,やしな（う）"
滓,よご（れ）
蜹,
輀,
瑇,
榆,
蜋,
魞,
觥,
筲,
蜓,
痹,"しび（れ）,しび（れる）"
搤,"おさ（える）,つか（む）"
腠,
榀,
聟,
僊,
僖,"たの（しむ）,よろこ（ぶ）"
僥,"ねが（う）,もと（める）"
僣,"おご（る）,なぞら（える）"
僮,おろ（か）
兢,"おそ（れる）,つつし（む）"
匱,とぼ（しい）
嘔,"うた（う）,は（く）"
嗷,かまびす（しい）
嘖,"かまびす（しい）,さいな（む）,さけ（ぶ）"
嗾,"けしか（ける）,そそのか（す）"
嗽,"くちすす（ぐ）,す（う）,せ（く）"
嘛,
塹,ほ（る）
墅,
夐,"とお（い）,なが（い）,はる（か）"
夥,"おお（い）,おびただ（しい）"
嫦,
嫣,
嫗,あたた（める）
嫩,わか（い）
嫖,"かる（い）,みだ（ら）"
孵,"かえ（す）,かえ（る）"
寤,"さと（る）,さ（める）"
寥,"さび（しい）,しず（か）"
嶇,けわ（しい）
嶄,けわ（しい）
嶂,
幗,かみかざ（り）
幔,
麼,
廖,むな（しい）
慇,"いた（む）,ねんご（ろ）"
愨,つつし（む）
愿,つつし（む）
愬,"うった（える）,おそ（れる）"
慂,すす（める）
慷,なげ（く）
慚,は（じる）
慴,おそ（れる）
慥,たし（か）
慟,なげ（く）
慝,"わざわ（い）,わる（い）"
慓,すばや（い）
慵,"おこた（る）,ものう（い）"
截,"き（る）,た（つ）"
搴,"かか（げる）,と（る）"
摶,"まる（い）,まる（める）,もっぱ（ら）"
摧,"くじ（く）,くだ（く）"
摎,まつ（わる）
敲,"たた（き）,たた（く）"
曄,"あき（らか）,かがや（く）,さか（ん）"
暝,"かす（か）,くら（い）,く（れる）"
閨,
閧,
蜴,
蜿,
蜚,と（ぶ）
蜥,
蜻,
蜩,
蜷,
槓,
槁,"か（らす）,か（れる）,かわ（かす）,かわ（く）"
槎,き（る）
榻,
寨,
槐,
榧,
榾,
榴,
榑,
榜,"かか（げる）,こ（ぐ）,むちう（つ）"
槊,
榕,
榔,
槃,"たの（しむ）,めぐ（る）"
榱,
膃,
膈,
膀,
膂,
膊,
跼,"かが（む）,せぐくま（る）"
跿,
踉,おど（る）
韶,"あき（らか）,うつく（しい）"
靤,
颯,
颱,
滾,たぎ（る）
漲,みなぎ（る）
滬,
滸,
漱,"くちすす（ぐ）,すす（ぐ）"
漾,ただよ（う）
滲,"し（みる）,にじ（む）"
漓,"うす（い）,したた（る）,なが（れる）"
滷,しおから（い）
滌,"あら（う）,すす（ぐ）"
輒,すなわ（ち）
輓,"おそ（い）,ひ（く）"
箘,
箜,
箍,
箝,"つぐ（む）,はさ（む）"
箒,"は（く）,はら（う）"
箏,
箚,"さ（す）,しる（す）"
箙,
歉,"あきた（りない）,すく（ない）"
瑯,
瑣,"ちい（さい）,つら（なる）"
瑪,
瑰,"おお（きい）,すぐ（れる）,めずら（しい）"
髦,すぐ（れる）
髣,"かす（か）,に（る）,ほの（か）"
碪,
碣,
銜,"くわ（える）,ふく（む）"
銖,"にぶ（い）,わず（か）"
銕,
銓,"えら（ぶ）,はか（る）"
銛,するど（い）
鋩,
綺,"いろ（う）,うつく（しい）"
綵,
緇,"くろ（い）,くろ（む）"
綽,"たお（やか）,ゆる（やか）"
綢,"こま（かい）,まつ（わる）,まと（う）"
綣,ねんご（ろ）
綸,おさ（める）
綯,な（う）
綮,
綰,"たが（ねる）,たく（る）,たぐ（る）,つな（ぐ）,す（べる）,むす（ぶ）,わが（ねる）"
綫,
骰,
犒,"ねぎら（い）,ねぎら（う）"
犖,"あき（らか）,すぐ（れる）"
酲,"あ（きる）,よ（う）,わるよ（い）"
酳,"あま（り）,すす（ぐ）,すす（める）,すす（る）"
聚,"あつ（まる）,あつ（める）"
聢,しか（と）
甄,"つく（る）,みわ（ける）"
甅,
甃,
熕,
熄,"き（える）,や（む）"
煕,"たの（しむ）,ひか（る）,ひろ（い）,やわ（らぐ）,よろこ（ぶ）"
熏,"いぶ（す）,くす（ぶる）,くす（べる）,くゆ（らす）,ふす（べる）,や（く）"
誨,"おし（え）,おし（える）"
誡,"いまし（め）,いまし（める）"
誣,"あざむ（く）,し（いる）,そし（る）"
誦,"そら（んずる）,とな（える）,よ（む）"
誚,"しか（る）,せ（める）,そし（る）"
誑,"あざむ（く）,たぶらか（す）,たぶら（かす）,たら（す）"
誥,"つ（げる）,ふ（れ）"
裹,"つつ（み）,つつ（む）,まと（う）"
裴,たちもとお（る）
褌,
褊,せま（い）
褓,
褝,
靼,
鞁,くらお（く）
靺,
鞅,"うら（む）,にな（う）"
鞆,
睾,たか（い）
睹,み（る）
鄙,"いや（しい）,いや（しむ）,ひな（びる）"
瘧,
瘋,
瘉,"い（える）,い（やす）"
粽,
殞,"お（ちる）,お（とす）,し（ぬ）"
蓼,
蔗,"うま（い）,おもしろ（い）"
蔔,
蔡,
蔘,むら（がる）
蔟,"あつ（まる）,むら（がる）"
蓴,
蓿,
蔕,
覡,
遘,"あ（う）,であ（う）"
竭,"か（れる）,ことごと（く）,つ（きる）,つ（くす）"
竰,
趙,"およ（ぶ）,こ（える）"
皹,
皸,
翡,
窩,"かく（す）,かくま（う）"
禊,はら（う）
厮,
槔,
髥,
劄,"さ（す）,しる（す）"
綦,
慠,おご（る）
摏,つ（く）
厲,"と（ぐ）,はげ（しい）,はげ（む）,や（む）,わざわ（い）"
塿,
澂,"す（ます）,す（む）"
僵,たお（れる）
儁,すぐ（れる）
儂,
儚,"くら（い）,はかな（い）,はかな（む）"
冪,おお（う）
凜,"さむ（い）,すさ（まじい）"
凛,"さむ（い）,すさ（まじい）"
劈,"さ（く）,つんざ（く）"
匳,
噎,"ふさ（がる）,むせ（ぶ）,む（せる）"
嘶,いなな（く）
嘸,
墟,
嫺,"なら（う）,みやび（やか）"
嫻,"なら（う）,みやび（やか）"
嬌,なまめ（かしい）
嬋,あで（やか）
嶢,"けわ（しい）,たか（い）"
嶝,
幟,
幢,
廝,
廛,
廡,
慳,"お（しむ）,しぶ（る）"
慙,は（じる）
慫,"おどろ（く）,すす（める）"
憔,やつ（れる）
憚,"はばか（り）,はばか（る）"
憫,"あわ（れむ）,うれ（える）"
憮,いつく（しむ）
戮,"あわ（せる）,ころ（す）,はずかし（める）"
撓,"いた（める）,くじ（ける）,しな（う）,しわ（る）,た（める）,たわ（む）,たわ（める）,みだ（れる）"
撥,"おさ（める）,かか（げる）,のぞ（く）,は（ねる）"
撕,"いまし（める）,さ（く）"
撩,"いど（む）,おさ（める）,みだ（れる）"
撈,と（る）
黎,"おお（い）,くろ（い）"
麾,さしまね（く）
鴉,
鴃,
鴆,
魴,
麩,
魃,
魄,
閭,
霄,
霈,
霆,
蝨,
蝠,
蝮,
蝌,
蝴,
蝙,
蝓,
蝗,
蝟,むらが（る）
蝎,
蝣,
蝸,
蟒,
槹,
槲,
槭,
樊,みだ（れる）
槧,
槿,
樅,つ（く）
樛,"ま（がる）,まつ（わる）,めぐ（る）"
樔,すく（う）
樒,
槨,
膣,
膠,"かた（い）,つ（く）,にかわ（する）"
踝,
踟,"たちもとお（る）,ためら（う）"
踞,"うずくま（る）,おご（る）"
膵,
漿,
滕,"わきあ（がる）,わ（く）"
潸,
潘,
澎,
潺,
潭,ふか（い）
澆,"うす（い）,そそ（ぐ）"
潯,
潦,
濆,"ふ（く）,わ（く）"
輙,すなわ（ち）
輟,"つづ（る）,とど（める）,や（める）"
輜,
輦,
輛,
駟,
駛,"は（せる）,はや（い）"
駑,"おろ（か）,にぶ（い）,のろ（い）"
駘,"にぶ（い）,ふ（む）"
駝,
篁,
篌,
篆,
篋,
箴,"いまし（め）,いまし（める）"
瑩,"あき（らか）,みが（く）"
璋,
瑾,
髫,
髯,
髴,"に（る）,ほの（か）"
髱,
磑,
磋,みが（く）
碾,ひ（く）
磅,
碼,
磊,
鋏,はさ（む）
銹,さ（びる）
銷,"き（える）,け（す）,そこ（なう）,ち（る）,つ（きる）,つ（くす）,と（かす）,と（ける）"
錵,
錺,
緤,つな（ぐ）
緞,
緘,と（じる）
緲,かす（か）
縅,おど（す）
緝,"あつ（める）,つむ（ぐ）,とら（える）,やわ（らげる）"
緡,
醋,
醂,"あわ（す）,さわ（す）"
甍,
熨,"おさ（える）,の（す）"
熙,"たの（しむ）,ひか（る）,ひろ（い）,やわ（らぐ）,よろこ（ぶ）"
熈,"たの（しむ）,ひか（る）,ひろ（い）,やわ（らぐ）,よろこ（ぶ）"
熬,い（る）
諄,"あつ（い）,くど（い）,ねんご（ろ）"
諚,おお（せ）
諍,"あらそ（う）,いさか（い）,いさ（める）,うった（える）"
諂,"おもね（る）,こ（びる）,へつら（う）"
諛,へつら（う）
鬧,"さわ（がしい）,さわ（ぐ）"
褞,
褥,
褫,"うば（う）,は（ぐ）"
褪,"あ（せる）,さ（める）"
鞐,
鞋,
